transaction_id,timestamp,merchant_id,amount,payment_method,bank,status,error_source,error_step,error_reason,latency_seconds,location,device_type
TXN_008488,2026-08-31 19:56:00,MERCHANT_016,2678.67,UPI,Bank_C,SUCCESS,,,,1.06,Delhi,Tablet
TXN_008489,2026-08-31 14:47:00,MERCHANT_033,473.52,UPI,Bank_E,SUCCESS,,,,2.26,Hyderabad,Mobile
TXN_008490,2026-08-31 13:32:00,MERCHANT_028,657.8,NETBANKING,Bank_B,SUCCESS,,,,2.23,Pune,Desktop
TXN_008491,2026-08-31 12:46:00,MERCHANT_043,1901.8,UPI,Bank_D,SUCCESS,,,,1.77,Bangalore,Tablet
TXN_008492,2026-08-31 10:54:00,MERCHANT_033,509.1,UPI,Bank_B,SUCCESS,,,,1.15,Pune,Mobile
TXN_008493,2026-08-31 17:38:00,MERCHANT_027,2245.94,NETBANKING,Bank_A,SUCCESS,,,,3.04,Hyderabad,Desktop
TXN_008494,2026-08-31 11:17:00,MERCHANT_021,165.33,CARD,Bank_E,SUCCESS,,,,2.19,Bangalore,Mobile
TXN_008495,2026-08-31 13:51:00,MERCHANT_016,352.85,CARD,Bank_C,SUCCESS,,,,3.7,Chennai,Tablet
TXN_008496,2026-08-31 14:44:00,MERCHANT_038,1188.43,UPI,Bank_E,SUCCESS,,,,3.75,Hyderabad,Mobile
TXN_008497,2026-08-31 14:41:00,MERCHANT_037,9929.94,NETBANKING,Bank_D,SUCCESS,,,,3.98,Chennai,Tablet
TXN_008498,2026-08-31 12:11:00,MERCHANT_022,2063.49,NETBANKING,Bank_C,SUCCESS,,,,3.99,Bangalore,Tablet
TXN_008499,2026-08-31 20:06:00,MERCHANT_008,1243.8,NETBANKING,Bank_B,SUCCESS,,,,3.3,Delhi,Mobile
TXN_008500,2026-08-31 19:51:00,MERCHANT_008,1820.08,CARD,Bank_D,SUCCESS,,,,1.93,Delhi,Desktop
TXN_008501,2026-08-31 14:29:00,MERCHANT_014,735.59,NETBANKING,Bank_C,SUCCESS,,,,1.01,Chennai,Tablet
TXN_008502,2026-08-31 09:32:00,MERCHANT_046,154.6,CARD,Bank_D,SUCCESS,,,,1.75,Chennai,Tablet
TXN_008503,2026-08-31 11:11:00,MERCHANT_039,827.83,WALLET,Bank_D,SUCCESS,,,,3.7,Mumbai,Mobile
TXN_008504,2026-08-31 14:46:00,MERCHANT_003,846.34,NETBANKING,Bank_A,SUCCESS,,,,3.59,Pune,Tablet
TXN_008505,2026-08-31 11:10:00,MERCHANT_013,3631.58,CARD,Bank_C,SUCCESS,,,,2.23,Chennai,Desktop
TXN_008506,2026-08-31 12:07:00,MERCHANT_026,2197.98,NETBANKING,Bank_C,SUCCESS,,,,3.97,Pune,Mobile
TXN_008507,2026-08-31 17:19:00,MERCHANT_007,380.37,CARD,Bank_B,SUCCESS,,,,3.72,Mumbai,Desktop
TXN_008508,2026-08-31 15:10:00,MERCHANT_003,123.82,UPI,Bank_D,SUCCESS,,,,2.46,Delhi,Mobile
TXN_008509,2026-08-31 10:59:00,MERCHANT_008,984.04,UPI,Bank_C,SUCCESS,,,,1.96,Hyderabad,Mobile
TXN_008510,2026-08-31 15:13:00,MERCHANT_010,642.36,CARD,Bank_D,SUCCESS,,,,3.88,Bangalore,Tablet
TXN_008511,2026-08-31 11:07:00,MERCHANT_028,5917.94,UPI,Bank_C,SUCCESS,,,,3.0,Chennai,Desktop
TXN_008512,2026-08-31 18:26:00,MERCHANT_031,3762.08,UPI,Bank_E,SUCCESS,,,,3.2,Delhi,Desktop
TXN_008513,2026-08-31 12:56:00,MERCHANT_014,301.82,UPI,Bank_E,SUCCESS,,,,3.56,Bangalore,Tablet
TXN_008514,2026-08-31 20:37:00,MERCHANT_023,2128.12,CARD,Bank_A,SUCCESS,,,,3.06,Bangalore,Tablet
TXN_008515,2026-08-31 11:58:00,MERCHANT_047,1794.73,UPI,Bank_B,SUCCESS,,,,3.83,Hyderabad,Mobile
TXN_008516,2026-08-31 13:47:00,MERCHANT_008,1724.62,UPI,Bank_B,SUCCESS,,,,1.03,Hyderabad,Mobile
TXN_008517,2026-08-31 09:00:00,MERCHANT_010,16331.75,CARD,Bank_E,SUCCESS,,,,1.65,Chennai,Desktop
TXN_008518,2026-08-31 20:17:00,MERCHANT_036,1016.19,CARD,Bank_D,SUCCESS,,,,3.44,Bangalore,Mobile
TXN_008519,2026-08-31 17:03:00,MERCHANT_021,2417.87,UPI,Bank_A,SUCCESS,,,,3.99,Mumbai,Desktop
TXN_008520,2026-08-31 11:20:00,MERCHANT_029,2805.45,UPI,Bank_E,SUCCESS,,,,1.41,Pune,Desktop
TXN_008521,2026-08-31 15:33:00,MERCHANT_007,1578.81,UPI,Bank_E,SUCCESS,,,,1.6,Pune,Tablet
TXN_008522,2026-08-31 18:19:00,MERCHANT_034,5821.11,UPI,Bank_D,SUCCESS,,,,1.06,Bangalore,Tablet
TXN_008523,2026-08-31 13:58:00,MERCHANT_037,1356.12,UPI,Bank_C,SUCCESS,,,,3.39,Mumbai,Mobile
TXN_008524,2026-08-31 10:25:00,MERCHANT_049,2646.01,UPI,Bank_D,SUCCESS,,,,2.41,Pune,Tablet
TXN_008525,2026-08-31 14:19:00,MERCHANT_025,565.84,WALLET,Bank_B,SUCCESS,,,,1.84,Pune,Mobile
TXN_008526,2026-08-31 09:42:00,MERCHANT_046,350.52,UPI,Bank_A,SUCCESS,,,,3.91,Mumbai,Desktop
TXN_008527,2026-08-31 12:56:00,MERCHANT_036,1887.23,CARD,Bank_A,SUCCESS,,,,1.88,Bangalore,Mobile
TXN_008528,2026-08-31 20:14:00,MERCHANT_026,1066.99,UPI,Bank_C,SUCCESS,,,,0.59,Delhi,Mobile
TXN_008529,2026-08-31 10:03:00,MERCHANT_040,1128.73,NETBANKING,Bank_B,SUCCESS,,,,0.76,Chennai,Desktop
TXN_008530,2026-08-31 20:26:00,MERCHANT_044,808.37,UPI,Bank_C,SUCCESS,,,,1.5,Bangalore,Desktop
TXN_008531,2026-08-31 12:23:00,MERCHANT_042,2582.89,UPI,Bank_D,SUCCESS,,,,2.91,Bangalore,Desktop
TXN_008532,2026-08-31 16:41:00,MERCHANT_019,1331.45,CARD,Bank_D,SUCCESS,,,,3.9,Delhi,Tablet
TXN_008533,2026-08-31 16:10:00,MERCHANT_007,10475.06,NETBANKING,Bank_C,SUCCESS,,,,2.52,Chennai,Mobile
TXN_008534,2026-08-31 13:10:00,MERCHANT_024,1287.82,UPI,Bank_B,SUCCESS,,,,2.19,Mumbai,Mobile
TXN_008535,2026-08-31 12:21:00,MERCHANT_048,1658.43,UPI,Bank_D,SUCCESS,,,,3.3,Bangalore,Desktop
TXN_008536,2026-08-31 15:28:00,MERCHANT_030,2951.67,UPI,Bank_A,SUCCESS,,,,3.25,Delhi,Mobile
TXN_008537,2026-08-31 14:44:00,MERCHANT_028,1873.67,UPI,Bank_D,SUCCESS,,,,1.2,Hyderabad,Mobile
TXN_008538,2026-08-31 18:49:00,MERCHANT_002,364.28,CARD,Bank_C,SUCCESS,,,,2.54,Chennai,Desktop
TXN_008539,2026-08-31 16:16:00,MERCHANT_027,921.16,UPI,Bank_A,SUCCESS,,,,3.38,Chennai,Tablet
TXN_008540,2026-08-31 14:54:00,MERCHANT_009,530.8,NETBANKING,Bank_B,SUCCESS,,,,3.45,Hyderabad,Desktop
TXN_008541,2026-08-31 10:49:00,MERCHANT_005,1774.27,CARD,Bank_C,SUCCESS,,,,1.63,Mumbai,Tablet
TXN_008542,2026-08-31 20:30:00,MERCHANT_013,1461.61,CARD,Bank_C,SUCCESS,,,,0.81,Chennai,Desktop
TXN_008543,2026-08-31 17:47:00,MERCHANT_038,2752.86,NETBANKING,Bank_C,FAILED,CUSTOMER,AUTHORIZATION,TIMEOUT,6.42,Hyderabad,Mobile
TXN_008544,2026-08-31 17:45:00,MERCHANT_041,3190.26,UPI,Bank_D,SUCCESS,,,,1.83,Mumbai,Tablet
TXN_008545,2026-08-31 11:04:00,MERCHANT_041,530.12,CARD,Bank_E,SUCCESS,,,,0.64,Pune,Mobile
TXN_008546,2026-08-31 18:39:00,MERCHANT_037,3118.81,UPI,Bank_E,SUCCESS,,,,3.1,Mumbai,Tablet
TXN_008547,2026-08-31 10:48:00,MERCHANT_031,3695.55,WALLET,Bank_E,SUCCESS,,,,2.98,Chennai,Mobile
TXN_008548,2026-08-31 14:40:00,MERCHANT_005,434.97,UPI,Bank_E,SUCCESS,,,,2.37,Hyderabad,Tablet
TXN_008549,2026-08-31 16:11:00,MERCHANT_033,1661.23,CARD,Bank_A,SUCCESS,,,,1.5,Delhi,Tablet
TXN_008550,2026-08-31 16:30:00,MERCHANT_048,4543.73,CARD,Bank_C,SUCCESS,,,,3.07,Mumbai,Mobile
TXN_008551,2026-08-31 14:13:00,MERCHANT_022,906.89,CARD,Bank_A,SUCCESS,,,,3.66,Mumbai,Tablet
TXN_008552,2026-08-31 12:50:00,MERCHANT_026,1135.42,UPI,Bank_A,SUCCESS,,,,2.41,Hyderabad,Desktop
TXN_008553,2026-08-31 10:22:00,MERCHANT_013,1650.25,UPI,Bank_D,SUCCESS,,,,1.96,Delhi,Mobile
TXN_008554,2026-08-31 19:29:00,MERCHANT_019,58.19,CARD,Bank_D,SUCCESS,,,,2.07,Chennai,Mobile
TXN_008555,2026-08-31 14:33:00,MERCHANT_044,1306.84,UPI,Bank_D,SUCCESS,,,,0.94,Hyderabad,Mobile
TXN_008556,2026-08-31 14:52:00,MERCHANT_032,1394.77,UPI,Bank_B,SUCCESS,,,,2.64,Hyderabad,Tablet
TXN_008557,2026-08-31 10:35:00,MERCHANT_021,2151.98,NETBANKING,Bank_B,SUCCESS,,,,1.73,Hyderabad,Desktop
TXN_008558,2026-08-31 14:45:00,MERCHANT_039,2244.55,UPI,Bank_B,SUCCESS,,,,1.8,Delhi,Desktop
TXN_008559,2026-08-31 10:37:00,MERCHANT_035,1096.49,CARD,Bank_C,SUCCESS,,,,2.5,Pune,Mobile
TXN_008560,2026-08-31 18:07:00,MERCHANT_019,6579.95,UPI,Bank_B,SUCCESS,,,,3.0,Delhi,Mobile
TXN_008561,2026-08-31 09:24:00,MERCHANT_026,528.48,UPI,Bank_C,SUCCESS,,,,1.01,Delhi,Tablet
TXN_008562,2026-08-31 19:06:00,MERCHANT_029,2662.03,UPI,Bank_E,SUCCESS,,,,1.52,Bangalore,Desktop
TXN_008563,2026-08-31 14:02:00,MERCHANT_020,128.51,UPI,Bank_C,SUCCESS,,,,2.49,Pune,Desktop
TXN_008564,2026-08-31 10:57:00,MERCHANT_014,1214.86,UPI,Bank_D,SUCCESS,,,,0.69,Chennai,Tablet
TXN_008565,2026-08-31 10:48:00,MERCHANT_021,110.02,CARD,Bank_C,SUCCESS,,,,2.37,Chennai,Tablet
TXN_008566,2026-08-31 17:02:00,MERCHANT_050,1299.62,UPI,Bank_A,SUCCESS,,,,1.98,Bangalore,Mobile
TXN_008567,2026-08-31 10:06:00,MERCHANT_020,1848.06,UPI,Bank_B,SUCCESS,,,,1.15,Pune,Desktop
TXN_008568,2026-08-31 18:18:00,MERCHANT_021,829.92,CARD,Bank_D,SUCCESS,,,,2.88,Pune,Desktop
TXN_008569,2026-08-31 16:19:00,MERCHANT_035,1178.95,CARD,Bank_B,SUCCESS,,,,3.57,Hyderabad,Desktop
TXN_008570,2026-08-31 17:23:00,MERCHANT_006,2427.88,UPI,Bank_C,SUCCESS,,,,0.94,Mumbai,Desktop
TXN_008571,2026-08-31 19:56:00,MERCHANT_017,49.69,NETBANKING,Bank_B,SUCCESS,,,,0.53,Delhi,Mobile
TXN_008572,2026-08-31 16:49:00,MERCHANT_040,701.19,NETBANKING,Bank_B,SUCCESS,,,,2.05,Pune,Tablet
TXN_008573,2026-08-31 19:35:00,MERCHANT_025,4708.39,NETBANKING,Bank_D,SUCCESS,,,,3.78,Bangalore,Desktop
TXN_008574,2026-08-31 09:43:00,MERCHANT_041,356.42,NETBANKING,Bank_D,SUCCESS,,,,0.8,Delhi,Mobile
TXN_008575,2026-08-31 12:58:00,MERCHANT_029,589.24,UPI,Bank_D,SUCCESS,,,,2.09,Pune,Desktop
TXN_008576,2026-08-31 14:18:00,MERCHANT_048,161.44,NETBANKING,Bank_A,SUCCESS,,,,3.21,Pune,Tablet
TXN_008577,2026-08-31 18:59:00,MERCHANT_048,707.4,UPI,Bank_A,SUCCESS,,,,2.99,Delhi,Tablet
TXN_008578,2026-08-31 09:56:00,MERCHANT_043,1040.56,NETBANKING,Bank_B,SUCCESS,,,,3.6,Bangalore,Mobile
TXN_008579,2026-08-31 13:11:00,MERCHANT_012,15488.98,UPI,Bank_E,SUCCESS,,,,1.07,Hyderabad,Tablet
TXN_008580,2026-08-31 17:17:00,MERCHANT_004,1726.65,UPI,Bank_B,SUCCESS,,,,1.27,Mumbai,Mobile
TXN_008581,2026-08-31 16:27:00,MERCHANT_028,740.44,UPI,Bank_C,SUCCESS,,,,3.75,Pune,Desktop
TXN_008582,2026-08-31 17:33:00,MERCHANT_033,244.24,NETBANKING,Bank_D,SUCCESS,,,,2.33,Chennai,Desktop
TXN_008583,2026-08-31 19:57:00,MERCHANT_036,593.86,CARD,Bank_E,SUCCESS,,,,1.84,Chennai,Desktop
TXN_008584,2026-08-31 17:32:00,MERCHANT_040,489.13,CARD,Bank_D,SUCCESS,,,,2.68,Pune,Desktop
TXN_008585,2026-08-31 18:54:00,MERCHANT_019,138.68,UPI,Bank_A,SUCCESS,,,,2.48,Chennai,Mobile
TXN_008586,2026-08-31 19:16:00,MERCHANT_005,346.23,NETBANKING,Bank_D,SUCCESS,,,,1.35,Pune,Tablet
TXN_008587,2026-08-31 15:24:00,MERCHANT_015,764.56,CARD,Bank_B,SUCCESS,,,,1.68,Pune,Tablet
TXN_008588,2026-08-31 15:02:00,MERCHANT_042,880.34,UPI,Bank_E,SUCCESS,,,,3.21,Pune,Tablet
TXN_008589,2026-08-31 11:16:00,MERCHANT_026,2380.56,CARD,Bank_E,SUCCESS,,,,3.48,Hyderabad,Tablet
TXN_008590,2026-08-31 18:15:00,MERCHANT_037,4970.73,WALLET,Bank_E,SUCCESS,,,,1.49,Chennai,Desktop
TXN_008591,2026-08-31 09:21:00,MERCHANT_022,861.08,UPI,Bank_D,SUCCESS,,,,1.9,Delhi,Tablet
TXN_008592,2026-08-31 09:50:00,MERCHANT_017,2763.07,NETBANKING,Bank_B,SUCCESS,,,,1.92,Delhi,Mobile
TXN_008593,2026-08-31 11:52:00,MERCHANT_027,741.54,UPI,Bank_D,SUCCESS,,,,1.62,Bangalore,Mobile
TXN_008594,2026-08-31 12:48:00,MERCHANT_037,450.82,UPI,Bank_B,SUCCESS,,,,0.76,Bangalore,Tablet
TXN_008595,2026-08-31 16:27:00,MERCHANT_027,2252.99,UPI,Bank_E,SUCCESS,,,,1.69,Pune,Mobile
TXN_008596,2026-08-31 18:12:00,MERCHANT_011,729.49,UPI,Bank_E,SUCCESS,,,,0.93,Pune,Tablet
TXN_008597,2026-08-31 14:08:00,MERCHANT_034,508.19,CARD,Bank_B,SUCCESS,,,,3.9,Hyderabad,Tablet
TXN_008598,2026-08-31 10:11:00,MERCHANT_029,430.95,UPI,Bank_E,SUCCESS,,,,1.13,Hyderabad,Desktop
TXN_008599,2026-08-31 10:56:00,MERCHANT_022,218.54,NETBANKING,Bank_B,SUCCESS,,,,3.76,Bangalore,Tablet
TXN_008600,2026-08-31 10:09:00,MERCHANT_008,1175.53,WALLET,Bank_B,SUCCESS,,,,3.94,Bangalore,Tablet
TXN_008601,2026-08-31 20:21:00,MERCHANT_044,620.98,NETBANKING,Bank_B,SUCCESS,,,,1.91,Bangalore,Tablet
TXN_008602,2026-08-31 19:56:00,MERCHANT_046,2882.11,CARD,Bank_E,SUCCESS,,,,1.35,Bangalore,Mobile
TXN_008603,2026-08-31 10:07:00,MERCHANT_003,6720.43,UPI,Bank_A,SUCCESS,,,,1.08,Chennai,Desktop
TXN_008604,2026-08-31 09:43:00,MERCHANT_012,428.54,UPI,Bank_A,SUCCESS,,,,2.02,Bangalore,Mobile
TXN_008605,2026-08-31 16:41:00,MERCHANT_046,284.74,UPI,Bank_D,SUCCESS,,,,1.75,Bangalore,Mobile
TXN_008606,2026-08-31 17:22:00,MERCHANT_005,5152.88,CARD,Bank_B,SUCCESS,,,,0.5,Mumbai,Desktop
TXN_008607,2026-08-31 11:32:00,MERCHANT_041,1301.2,UPI,Bank_C,SUCCESS,,,,3.89,Hyderabad,Mobile
TXN_008608,2026-08-31 18:46:00,MERCHANT_011,1253.48,NETBANKING,Bank_D,SUCCESS,,,,3.02,Delhi,Desktop
TXN_008609,2026-08-31 17:00:00,MERCHANT_047,201.08,CARD,Bank_C,SUCCESS,,,,4.0,Mumbai,Tablet
TXN_008610,2026-08-31 10:40:00,MERCHANT_032,1569.86,UPI,Bank_A,SUCCESS,,,,2.56,Mumbai,Desktop
TXN_008611,2026-08-31 18:14:00,MERCHANT_046,3489.18,CARD,Bank_A,SUCCESS,,,,3.46,Bangalore,Mobile
TXN_008612,2026-08-31 14:45:00,MERCHANT_044,3461.57,WALLET,Bank_D,SUCCESS,,,,0.53,Chennai,Desktop
TXN_008613,2026-08-31 12:50:00,MERCHANT_043,2139.51,UPI,Bank_A,SUCCESS,,,,3.63,Pune,Desktop
TXN_008614,2026-08-31 10:22:00,MERCHANT_045,354.43,CARD,Bank_D,SUCCESS,,,,2.9,Pune,Tablet
TXN_008615,2026-08-31 19:24:00,MERCHANT_031,182.28,UPI,Bank_B,SUCCESS,,,,3.08,Delhi,Desktop
TXN_008616,2026-08-31 09:52:00,MERCHANT_045,357.35,WALLET,Bank_C,SUCCESS,,,,3.09,Chennai,Tablet
TXN_008617,2026-08-31 17:39:00,MERCHANT_029,233.09,UPI,Bank_B,SUCCESS,,,,3.74,Chennai,Desktop
TXN_008618,2026-08-31 16:39:00,MERCHANT_008,2428.48,UPI,Bank_D,SUCCESS,,,,2.43,Mumbai,Mobile
TXN_008619,2026-08-31 18:44:00,MERCHANT_006,581.42,WALLET,Bank_E,SUCCESS,,,,1.7,Hyderabad,Desktop
TXN_008620,2026-08-31 17:09:00,MERCHANT_041,2090.55,UPI,Bank_D,SUCCESS,,,,3.56,Delhi,Mobile
TXN_008621,2026-08-31 20:02:00,MERCHANT_050,1116.28,UPI,Bank_D,SUCCESS,,,,2.19,Mumbai,Tablet
TXN_008622,2026-08-31 14:44:00,MERCHANT_019,573.34,UPI,Bank_E,SUCCESS,,,,3.13,Mumbai,Mobile
TXN_008623,2026-08-31 09:10:00,MERCHANT_032,436.15,UPI,Bank_E,SUCCESS,,,,3.74,Chennai,Tablet
TXN_008624,2026-08-31 16:10:00,MERCHANT_028,536.02,WALLET,Bank_C,SUCCESS,,,,2.5,Bangalore,Tablet
TXN_008625,2026-08-31 19:11:00,MERCHANT_027,288.35,UPI,Bank_E,SUCCESS,,,,3.6,Chennai,Tablet
TXN_008626,2026-08-31 14:11:00,MERCHANT_032,6958.09,CARD,Bank_E,SUCCESS,,,,3.14,Pune,Desktop
TXN_008627,2026-08-31 12:18:00,MERCHANT_014,995.07,CARD,Bank_A,SUCCESS,,,,3.58,Pune,Tablet
TXN_008628,2026-08-31 15:27:00,MERCHANT_033,1117.96,CARD,Bank_D,SUCCESS,,,,2.06,Hyderabad,Mobile
TXN_008629,2026-08-31 12:31:00,MERCHANT_048,1087.97,UPI,Bank_C,SUCCESS,,,,2.93,Hyderabad,Tablet
TXN_008630,2026-08-31 13:53:00,MERCHANT_021,2361.5,UPI,Bank_D,SUCCESS,,,,0.74,Mumbai,Mobile
TXN_008631,2026-08-31 13:26:00,MERCHANT_019,490.82,CARD,Bank_D,SUCCESS,,,,1.73,Mumbai,Mobile
TXN_008632,2026-08-31 10:54:00,MERCHANT_012,3701.63,UPI,Bank_B,SUCCESS,,,,0.92,Bangalore,Desktop
TXN_008633,2026-08-31 13:24:00,MERCHANT_027,800.34,UPI,Bank_B,SUCCESS,,,,1.65,Hyderabad,Desktop
TXN_008634,2026-08-31 20:48:00,MERCHANT_037,769.74,CARD,Bank_A,SUCCESS,,,,3.62,Bangalore,Desktop
TXN_008635,2026-08-31 20:02:00,MERCHANT_007,4420.13,CARD,Bank_B,SUCCESS,,,,0.79,Bangalore,Tablet
TXN_008636,2026-08-31 16:14:00,MERCHANT_043,483.73,UPI,Bank_B,SUCCESS,,,,2.57,Bangalore,Desktop
TXN_008637,2026-08-31 09:02:00,MERCHANT_010,1670.66,UPI,Bank_E,SUCCESS,,,,3.46,Pune,Tablet
TXN_008638,2026-08-31 10:11:00,MERCHANT_017,1079.28,UPI,Bank_B,SUCCESS,,,,2.09,Bangalore,Tablet
TXN_008639,2026-08-31 18:00:00,MERCHANT_018,570.01,CARD,Bank_D,SUCCESS,,,,2.47,Delhi,Tablet
TXN_008640,2026-08-31 19:01:00,MERCHANT_025,1971.43,UPI,Bank_E,SUCCESS,,,,0.76,Chennai,Desktop
TXN_008641,2026-08-31 20:13:00,MERCHANT_049,331.76,NETBANKING,Bank_B,SUCCESS,,,,3.02,Chennai,Mobile
TXN_008642,2026-08-31 12:20:00,MERCHANT_029,565.37,CARD,Bank_E,SUCCESS,,,,2.22,Hyderabad,Tablet
TXN_008643,2026-08-31 18:24:00,MERCHANT_034,1212.94,CARD,Bank_D,SUCCESS,,,,0.8,Chennai,Tablet
TXN_008644,2026-08-31 17:45:00,MERCHANT_014,5736.87,UPI,Bank_D,SUCCESS,,,,3.07,Chennai,Tablet
TXN_008645,2026-08-31 18:11:00,MERCHANT_023,5112.05,UPI,Bank_D,SUCCESS,,,,3.13,Mumbai,Tablet
TXN_008646,2026-08-31 14:40:00,MERCHANT_046,1697.68,UPI,Bank_E,SUCCESS,,,,1.05,Pune,Tablet
TXN_008647,2026-08-31 18:16:00,MERCHANT_047,818.44,WALLET,Bank_B,SUCCESS,,,,3.99,Pune,Desktop
TXN_008648,2026-08-31 18:53:00,MERCHANT_025,150.05,CARD,Bank_A,SUCCESS,,,,2.01,Chennai,Desktop
TXN_008649,2026-08-31 19:11:00,MERCHANT_014,2796.08,UPI,Bank_B,SUCCESS,,,,1.22,Bangalore,Mobile
TXN_008650,2026-08-31 19:31:00,MERCHANT_035,3277.82,CARD,Bank_A,SUCCESS,,,,0.7,Hyderabad,Desktop
TXN_008651,2026-08-31 11:37:00,MERCHANT_012,6890.8,UPI,Bank_D,SUCCESS,,,,3.99,Chennai,Mobile
TXN_008652,2026-08-31 16:40:00,MERCHANT_048,1672.62,UPI,Bank_D,SUCCESS,,,,1.76,Hyderabad,Tablet
TXN_008653,2026-08-31 16:33:00,MERCHANT_045,855.15,CARD,Bank_B,SUCCESS,,,,2.91,Chennai,Desktop
TXN_008654,2026-08-31 10:09:00,MERCHANT_023,2527.51,WALLET,Bank_A,SUCCESS,,,,2.59,Pune,Tablet
TXN_008655,2026-08-31 16:20:00,MERCHANT_037,1048.77,UPI,Bank_E,SUCCESS,,,,3.11,Mumbai,Mobile
TXN_008656,2026-08-31 12:40:00,MERCHANT_003,929.29,CARD,Bank_C,SUCCESS,,,,1.1,Pune,Desktop
TXN_008657,2026-08-31 13:22:00,MERCHANT_004,233.16,UPI,Bank_A,SUCCESS,,,,3.29,Pune,Mobile
TXN_008658,2026-08-31 13:46:00,MERCHANT_032,2382.93,WALLET,Bank_D,SUCCESS,,,,3.29,Mumbai,Desktop
TXN_008659,2026-08-31 18:00:00,MERCHANT_008,1259.19,UPI,Bank_E,SUCCESS,,,,1.5,Chennai,Tablet
TXN_008660,2026-08-31 15:42:00,MERCHANT_038,5079.55,UPI,Bank_B,SUCCESS,,,,3.33,Bangalore,Mobile
TXN_008661,2026-08-31 15:13:00,MERCHANT_017,608.39,WALLET,Bank_B,SUCCESS,,,,1.14,Hyderabad,Desktop
TXN_008662,2026-08-31 19:13:00,MERCHANT_049,455.01,CARD,Bank_D,SUCCESS,,,,2.86,Mumbai,Desktop
TXN_008663,2026-08-31 17:55:00,MERCHANT_030,3240.21,UPI,Bank_A,SUCCESS,,,,1.95,Mumbai,Tablet
TXN_008664,2026-08-31 14:06:00,MERCHANT_042,4117.38,NETBANKING,Bank_E,SUCCESS,,,,0.85,Pune,Tablet
TXN_008665,2026-08-31 09:08:00,MERCHANT_038,1115.01,UPI,Bank_E,SUCCESS,,,,1.92,Chennai,Desktop
TXN_008666,2026-08-31 20:43:00,MERCHANT_011,2654.42,NETBANKING,Bank_E,SUCCESS,,,,2.56,Pune,Desktop
TXN_008667,2026-08-31 14:20:00,MERCHANT_005,797.77,CARD,Bank_C,SUCCESS,,,,1.92,Bangalore,Tablet
TXN_008668,2026-08-31 17:35:00,MERCHANT_023,840.49,CARD,Bank_B,SUCCESS,,,,1.3,Pune,Tablet
TXN_008669,2026-08-31 13:39:00,MERCHANT_021,1682.05,UPI,Bank_C,SUCCESS,,,,2.36,Mumbai,Desktop
TXN_008670,2026-08-31 19:33:00,MERCHANT_046,829.91,CARD,Bank_A,SUCCESS,,,,2.19,Delhi,Desktop
TXN_008671,2026-08-31 18:47:00,MERCHANT_030,1431.07,CARD,Bank_D,SUCCESS,,,,0.89,Mumbai,Mobile
TXN_008672,2026-08-31 20:54:00,MERCHANT_047,1226.22,UPI,Bank_D,SUCCESS,,,,3.42,Pune,Mobile
TXN_008673,2026-08-31 14:31:00,MERCHANT_003,365.8,NETBANKING,Bank_B,SUCCESS,,,,1.54,Delhi,Mobile
TXN_008674,2026-08-31 11:19:00,MERCHANT_048,1423.26,UPI,Bank_C,SUCCESS,,,,2.19,Delhi,Desktop
TXN_008675,2026-08-31 19:26:00,MERCHANT_045,376.06,UPI,Bank_D,SUCCESS,,,,2.37,Chennai,Mobile
TXN_008676,2026-08-31 20:48:00,MERCHANT_007,2428.25,UPI,Bank_C,SUCCESS,,,,2.9,Bangalore,Desktop
TXN_008677,2026-08-31 18:27:00,MERCHANT_044,3304.64,UPI,Bank_E,SUCCESS,,,,3.54,Delhi,Mobile
TXN_008678,2026-08-31 17:48:00,MERCHANT_010,938.46,NETBANKING,Bank_A,SUCCESS,,,,2.15,Delhi,Desktop
TXN_008679,2026-08-31 09:06:00,MERCHANT_040,5783.58,UPI,Bank_D,SUCCESS,,,,2.17,Chennai,Tablet
TXN_008680,2026-08-31 14:56:00,MERCHANT_037,4028.29,UPI,Bank_C,SUCCESS,,,,0.94,Mumbai,Tablet
TXN_008681,2026-08-31 11:40:00,MERCHANT_017,1447.4,NETBANKING,Bank_C,SUCCESS,,,,3.54,Bangalore,Desktop
TXN_008682,2026-08-31 14:46:00,MERCHANT_009,845.83,UPI,Bank_B,SUCCESS,,,,2.86,Delhi,Desktop
TXN_008683,2026-08-31 18:08:00,MERCHANT_018,2989.35,WALLET,Bank_C,SUCCESS,,,,1.21,Delhi,Mobile
TXN_008684,2026-08-31 18:45:00,MERCHANT_029,5918.69,CARD,Bank_A,SUCCESS,,,,2.0,Hyderabad,Tablet
TXN_008685,2026-08-31 12:33:00,MERCHANT_036,1569.06,NETBANKING,Bank_B,SUCCESS,,,,0.57,Delhi,Desktop
TXN_008686,2026-08-31 14:34:00,MERCHANT_031,7214.23,CARD,Bank_A,SUCCESS,,,,3.84,Delhi,Desktop
TXN_008687,2026-08-31 20:29:00,MERCHANT_024,680.63,CARD,Bank_E,FAILED,NETWORK,AUTHORIZATION,LIMIT_EXCEEDED,10.01,Pune,Mobile
TXN_008688,2026-08-31 10:54:00,MERCHANT_009,2179.49,CARD,Bank_A,SUCCESS,,,,3.73,Chennai,Desktop
TXN_008689,2026-08-31 17:34:00,MERCHANT_030,1104.25,CARD,Bank_A,SUCCESS,,,,2.1,Mumbai,Mobile
